FECHA_EJECUCION,HORA_EJECUCION,ENTE,TOTAL_REGISTROS,ESTATUS
2025-03-16,12:57:29,Guanajuato,22,Disponible
2025-03-16,12:57:31,Quintana Roo,0,Disponible
2025-03-16,12:57:31,Chihuahua,0,Disponible
2025-03-16,12:57:33,Veracruz,6,Disponible
2025-03-16,12:57:34,Guerrero,23,Disponible
2025-03-16,12:57:35,Yucatán,0,No disponible/socket hang up
2025-03-16,12:57:37,Puebla,0,Disponible
2025-03-16,12:57:38,Jalisco,3535,Disponible
2025-03-16,12:57:40,México,8661,Disponible
2025-03-16,12:57:41,Tlaxcala,28,Disponible
2025-03-16,12:57:43,Baja California Sur,187,Disponible
2025-03-16,12:59:09,Michoacán,0,No disponible/Request failed with status code 400
2025-03-16,12:59:10,Durango,0,Disponible
2025-03-16,12:59:14,Sinaloa,445,Disponible
2025-03-16,12:59:15,Tabasco,196,Disponible
2025-03-16,12:59:17,Tamaulipas,0,Disponible
2025-03-16,12:59:18,Baja California,0,Disponible
2025-03-17,15:18:40,Guanajuato,22,Disponible
2025-03-17,15:18:42,Quintana Roo,0,Disponible
2025-03-17,15:18:43,Chihuahua,0,Disponible
2025-03-17,15:18:45,Veracruz,6,Disponible
2025-03-17,15:18:47,Guerrero,23,Disponible
2025-03-17,15:18:49,Yucatán,5,Disponible
2025-03-17,15:18:50,Puebla,0,Disponible
2025-03-17,15:18:53,Jalisco,3535,Disponible
2025-03-17,15:18:54,México,8661,Disponible
2025-03-17,15:18:56,Tlaxcala,28,Disponible
2025-03-17,15:18:58,Baja California Sur,187,Disponible
2025-03-17,15:20:02,Michoacán,0,No disponible/socket hang up
2025-03-17,15:20:05,Durango,0,Disponible
2025-03-17,15:20:10,Sinaloa,445,Disponible
2025-03-17,15:20:14,Tabasco,196,Disponible
2025-03-17,15:20:16,Tamaulipas,0,Disponible
2025-03-17,15:20:17,Baja California,0,Disponible
2025-03-18,10:58:58,Guanajuato,22,Disponible
2025-03-18,10:59:01,Quintana Roo,0,Disponible
2025-03-18,10:59:02,Chihuahua,0,Disponible
2025-03-18,10:59:03,Veracruz,6,Disponible
2025-03-18,10:59:05,Guerrero,23,Disponible
2025-03-18,10:59:08,Yucatán,5,Disponible
2025-03-18,10:59:09,Puebla,0,Disponible
2025-03-18,10:59:11,Jalisco,3535,Disponible
2025-03-18,10:59:13,México,8661,Disponible
2025-03-18,10:59:15,Tlaxcala,28,Disponible
2025-03-18,10:59:17,Baja California Sur,187,Disponible
2025-03-18,10:59:23,Michoacán,0,No disponible/Request failed with status code 400
2025-03-18,10:59:24,Durango,0,Disponible
2025-03-18,10:59:27,Sinaloa,445,Disponible
2025-03-18,10:59:29,Tabasco,196,Disponible
2025-03-18,10:59:32,Tamaulipas,0,Disponible
2025-03-18,10:59:33,Baja California,0,Disponible
2025-03-18,11:08:24,Guanajuato,22,Disponible
2025-03-18,11:08:26,Quintana Roo,0,Disponible
2025-03-18,11:08:28,Chihuahua,0,Disponible
2025-03-18,11:08:30,Veracruz,6,Disponible
2025-03-18,11:08:32,Guerrero,23,Disponible
2025-03-18,11:08:34,Yucatán,5,Disponible
2025-03-18,11:08:35,Puebla,0,Disponible
2025-03-18,11:08:38,Jalisco,3535,Disponible
2025-03-18,11:08:40,México,8661,Disponible
2025-03-18,11:08:41,Tlaxcala,28,Disponible
2025-03-18,11:08:43,Baja California Sur,187,Disponible
2025-03-18,11:08:49,Michoacán,0,No disponible/Request failed with status code 400
2025-03-18,11:08:50,Durango,0,Disponible
2025-03-18,11:08:53,Sinaloa,445,Disponible
2025-03-18,11:08:55,Tabasco,196,Disponible
2025-03-18,11:08:58,Tamaulipas,0,Disponible
2025-03-18,11:08:59,Baja California,0,Disponible
2025-03-19,11:47:18,Guanajuato,22,Disponible
2025-03-19,11:47:20,Quintana Roo,0,Disponible
2025-03-19,11:47:22,Chihuahua,0,Disponible
2025-03-19,11:47:23,Veracruz,6,Disponible
2025-03-19,11:47:25,Guerrero,23,Disponible
2025-03-19,11:47:27,Yucatán,5,Disponible
2025-03-19,11:47:28,Puebla,0,Disponible
2025-03-19,11:47:30,Jalisco,3535,Disponible
2025-03-19,11:47:32,México,8661,Disponible
2025-03-19,11:47:34,Tlaxcala,28,Disponible
2025-03-19,11:47:36,Baja California Sur,187,Disponible
2025-03-19,11:47:38,Michoacán,0,Disponible
2025-03-19,11:47:40,Durango,0,Disponible
2025-03-19,11:47:43,Sinaloa,445,Disponible
2025-03-19,11:47:45,Tabasco,196,Disponible
2025-03-19,11:47:47,Tamaulipas,0,Disponible
2025-03-19,11:47:49,Baja California,0,Disponible
2025-03-20,10:02:52,Guanajuato,22,Disponible
2025-03-20,10:02:54,Quintana Roo,0,Disponible
2025-03-20,10:02:55,Chihuahua,0,Disponible
2025-03-20,10:02:57,Veracruz,6,Disponible
2025-03-20,10:02:59,Guerrero,23,Disponible
2025-03-20,10:03:01,Yucatán,5,Disponible
2025-03-20,10:03:03,Puebla,0,Disponible
2025-03-20,10:03:05,Jalisco,3535,Disponible
2025-03-20,10:03:07,México,8661,Disponible
2025-03-20,10:03:09,Tlaxcala,28,Disponible
2025-03-20,10:03:11,Baja California Sur,187,Disponible
2025-03-20,10:03:13,Michoacán,0,Disponible
2025-03-20,10:03:14,Durango,0,Disponible
2025-03-20,10:03:17,Sinaloa,446,Disponible
2025-03-20,10:03:19,Tabasco,196,Disponible
2025-03-20,10:03:21,Tamaulipas,0,Disponible
2025-03-20,10:03:23,Baja California,0,Disponible
2025-03-21,10:02:44,Guanajuato,22,Disponible
2025-03-21,10:02:47,Quintana Roo,0,Disponible
2025-03-21,10:02:47,Chihuahua,0,Disponible
2025-03-21,10:02:49,Veracruz,6,Disponible
2025-03-21,10:02:51,Guerrero,23,Disponible
2025-03-21,10:02:53,Yucatán,5,Disponible
2025-03-21,10:02:54,Puebla,0,Disponible
2025-03-21,10:02:56,Jalisco,3535,Disponible
2025-03-21,10:02:58,México,8661,Disponible
2025-03-21,10:02:59,Tlaxcala,29,Disponible
2025-03-21,10:03:01,Baja California Sur,187,Disponible
2025-03-21,10:03:06,Michoacán,0,Disponible
2025-03-21,10:03:07,Durango,0,Disponible
2025-03-21,10:03:10,Sinaloa,446,Disponible
2025-03-21,10:03:13,Tabasco,196,Disponible
2025-03-21,10:03:15,Tamaulipas,0,Disponible
2025-03-21,10:03:16,Baja California,0,Disponible
2025-03-24,10:02:55,Guanajuato,22,Disponible
2025-03-24,10:02:58,Quintana Roo,0,Disponible
2025-03-24,10:02:59,Chihuahua,0,Disponible
2025-03-24,10:03:00,Veracruz,6,Disponible
2025-03-24,10:03:02,Guerrero,23,Disponible
2025-03-24,10:03:04,Yucatán,5,Disponible
2025-03-24,10:03:06,Puebla,0,Disponible
2025-03-24,10:03:08,Jalisco,3535,Disponible
2025-03-24,10:03:10,México,8661,Disponible
2025-03-24,10:03:12,Tlaxcala,29,Disponible
2025-03-24,10:03:14,Baja California Sur,187,Disponible
2025-03-24,10:03:16,Michoacán,0,Disponible
2025-03-24,10:03:17,Durango,0,Disponible
2025-03-24,10:03:20,Sinaloa,446,Disponible
2025-03-24,10:03:22,Tabasco,196,Disponible
2025-03-24,10:03:25,Tamaulipas,0,Disponible
2025-03-24,10:03:27,Baja California,0,Disponible
2025-03-25,10:03:14,Guanajuato,22,Disponible
2025-03-25,10:03:16,Quintana Roo,0,Disponible
2025-03-25,10:03:17,Chihuahua,0,Disponible
2025-03-25,10:06:18,Veracruz,0,No disponible/Request failed with status code 504
2025-03-25,10:06:20,Guerrero,23,Disponible
2025-03-25,10:06:22,Yucatán,5,Disponible
2025-03-25,10:06:23,Puebla,0,Disponible
2025-03-25,10:06:25,Jalisco,3535,Disponible
2025-03-25,10:06:27,México,8661,Disponible
2025-03-25,10:06:29,Tlaxcala,29,Disponible
2025-03-25,10:06:31,Baja California Sur,187,Disponible
2025-03-25,10:06:32,Michoacán,0,Disponible
2025-03-25,10:06:34,Durango,0,Disponible
2025-03-25,10:06:37,Sinaloa,452,Disponible
2025-03-25,10:06:39,Tabasco,196,Disponible
2025-03-25,10:06:41,Tamaulipas,0,Disponible
2025-03-25,10:06:42,Baja California,0,Disponible
2025-03-26,10:03:04,Guanajuato,22,Disponible
2025-03-26,10:03:06,Quintana Roo,0,Disponible
2025-03-26,10:03:06,Chihuahua,0,Disponible
2025-03-26,10:03:08,Veracruz,6,Disponible
2025-03-26,10:03:09,Guerrero,23,Disponible
2025-03-26,10:03:10,Yucatán,5,Disponible
2025-03-26,10:03:11,Puebla,0,Disponible
2025-03-26,10:03:13,Jalisco,3535,Disponible
2025-03-26,10:03:14,México,8661,Disponible
2025-03-26,10:03:16,Tlaxcala,29,Disponible
2025-03-26,10:03:17,Baja California Sur,187,Disponible
2025-03-26,10:03:18,Michoacán,0,Disponible
2025-03-26,10:03:19,Durango,0,Disponible
2025-03-26,10:03:22,Sinaloa,452,Disponible
2025-03-26,10:03:23,Tabasco,196,Disponible
2025-03-26,10:03:25,Tamaulipas,0,Disponible
2025-03-26,10:03:26,Baja California,0,Disponible
2025-03-27,10:03:13,Guanajuato,22,Disponible
2025-03-27,10:03:15,Quintana Roo,0,Disponible
2025-03-27,10:03:15,Chihuahua,0,Disponible
2025-03-27,10:07:16,Veracruz,0,No disponible/Request failed with status code 504
2025-03-27,10:07:17,Guerrero,23,Disponible
2025-03-27,10:07:19,Yucatán,5,Disponible
2025-03-27,10:07:20,Puebla,0,Disponible
2025-03-27,10:07:21,Jalisco,3535,Disponible
2025-03-27,10:07:23,México,8661,Disponible
2025-03-27,10:07:24,Tlaxcala,29,Disponible
2025-03-27,10:07:26,Baja California Sur,187,Disponible
2025-03-27,10:07:27,Michoacán,0,Disponible
2025-03-27,10:07:28,Durango,0,Disponible
2025-03-27,10:07:31,Sinaloa,453,Disponible
2025-03-27,10:07:33,Tabasco,196,Disponible
2025-03-27,10:07:34,Tamaulipas,0,Disponible
2025-03-27,10:07:35,Baja California,0,Disponible
2025-03-28,10:49:06,Guanajuato,22,Disponible
2025-03-28,10:49:08,Quintana Roo,0,Disponible
2025-03-28,10:49:09,Chihuahua,0,Disponible
2025-03-28,10:49:11,Veracruz,6,Disponible
2025-03-28,10:49:13,Guerrero,23,Disponible
2025-03-28,10:49:15,Yucatán,5,Disponible
2025-03-28,10:49:17,Puebla,0,Disponible
2025-03-28,10:49:19,Jalisco,3535,Disponible
2025-03-28,10:49:21,México,8661,Disponible
2025-03-28,10:49:23,Tlaxcala,29,Disponible
2025-03-28,10:49:24,Baja California Sur,187,Disponible
2025-03-28,10:49:27,Michoacán,0,Disponible
2025-03-28,10:49:28,Durango,0,Disponible
2025-03-28,10:49:31,Sinaloa,457,Disponible
2025-03-28,10:49:33,Tabasco,196,Disponible
2025-03-28,10:49:36,Tamaulipas,0,Disponible
2025-03-28,10:49:37,Baja California,0,Disponible
2025-03-31,10:03:11,Guanajuato,22,Disponible
2025-03-31,10:03:13,Quintana Roo,0,Disponible
2025-03-31,10:03:14,Chihuahua,0,Disponible
2025-03-31,10:07:14,Veracruz,0,No disponible/Request failed with status code 504
2025-03-31,10:07:16,Guerrero,23,Disponible
2025-03-31,10:07:17,Yucatán,5,Disponible
2025-03-31,10:07:19,Puebla,0,Disponible
2025-03-31,10:07:20,Jalisco,3535,Disponible
2025-03-31,10:07:22,México,8661,Disponible
2025-03-31,10:07:24,Tlaxcala,29,Disponible
2025-03-31,10:07:25,Baja California Sur,187,Disponible
2025-03-31,10:07:27,Michoacán,0,Disponible
2025-03-31,10:07:28,Durango,0,Disponible
2025-03-31,10:07:31,Sinaloa,457,Disponible
2025-03-31,10:07:33,Tabasco,196,Disponible
2025-03-31,10:07:35,Tamaulipas,0,Disponible
2025-03-31,10:07:37,Baja California,0,Disponible
2025-04-01,10:28:57,Guanajuato,22,Disponible
2025-04-01,10:28:59,Quintana Roo,0,Disponible
2025-04-01,10:29:00,Chihuahua,0,Disponible
2025-04-01,10:33:01,Veracruz,0,No disponible/Request failed with status code 504
2025-04-01,10:33:03,Guerrero,23,Disponible
2025-04-01,10:33:06,Yucatán,5,Disponible
2025-04-01,10:37:07,Puebla,0,No disponible/Request failed with status code 504
2025-04-01,10:37:09,Jalisco,3535,Disponible
2025-04-01,10:37:11,México,8661,Disponible
2025-04-01,10:37:13,Tlaxcala,29,Disponible
2025-04-01,10:37:15,Baja California Sur,187,Disponible
2025-04-01,10:37:16,Michoacán,0,Disponible
2025-04-01,10:37:18,Durango,0,Disponible
2025-04-01,10:37:21,Sinaloa,457,Disponible
2025-04-01,10:39:23,Tabasco,196,Disponible
2025-04-01,10:41:25,Tamaulipas,0,Disponible
2025-04-01,10:41:27,Baja California,0,Disponible
2025-04-02,10:03:25,Guanajuato,22,Disponible
2025-04-02,10:03:28,Quintana Roo,0,Disponible
2025-04-02,10:03:29,Chihuahua,0,Disponible
2025-04-02,10:03:31,Veracruz,6,Disponible
2025-04-02,10:03:33,Guerrero,23,Disponible
2025-04-02,10:03:35,Yucatán,5,Disponible
2025-04-02,10:03:36,Puebla,0,Disponible
2025-04-02,10:03:39,Jalisco,3535,Disponible
2025-04-02,10:03:41,México,8661,Disponible
2025-04-02,10:03:42,Tlaxcala,29,Disponible
2025-04-02,10:03:44,Baja California Sur,187,Disponible
2025-04-02,10:03:46,Michoacán,0,Disponible
2025-04-02,10:03:48,Durango,0,Disponible
2025-04-02,10:03:51,Sinaloa,462,Disponible
2025-04-02,10:03:52,Tabasco,196,Disponible
2025-04-02,10:03:54,Tamaulipas,0,Disponible
2025-04-02,10:03:56,Baja California,0,Disponible
2025-04-03,10:03:18,Guanajuato,22,Disponible
2025-04-03,10:03:20,Quintana Roo,0,Disponible
2025-04-03,10:03:20,Chihuahua,0,Disponible
2025-04-03,10:03:21,Veracruz,6,Disponible
2025-04-03,10:03:23,Guerrero,23,Disponible
2025-04-03,10:03:24,Yucatán,5,Disponible
2025-04-03,10:03:26,Puebla,0,Disponible
2025-04-03,10:03:27,Jalisco,3535,Disponible
2025-04-03,10:03:28,México,0,No disponible/Request failed with status code 400
2025-04-03,10:03:29,Tlaxcala,29,Disponible
2025-04-03,10:03:31,Baja California Sur,187,Disponible
2025-04-03,10:03:32,Michoacán,0,Disponible
2025-04-03,10:03:33,Durango,0,Disponible
2025-04-03,10:03:36,Sinaloa,464,Disponible
2025-04-03,10:03:38,Tabasco,196,Disponible
2025-04-03,10:03:39,Tamaulipas,0,Disponible
2025-04-03,10:03:41,Baja California,0,Disponible
2025-04-03,10:03:43,SESEA_CAMPECHE,0,Disponible
2025-04-04,10:03:34,Guanajuato,22,Disponible
2025-04-04,10:03:37,Quintana Roo,0,Disponible
2025-04-04,10:03:39,Chihuahua,0,Disponible
2025-04-04,10:03:41,Veracruz,6,Disponible
2025-04-04,10:03:44,Guerrero,23,Disponible
2025-04-04,10:03:46,Yucatán,5,Disponible
2025-04-04,10:03:49,Puebla,0,Disponible
2025-04-04,10:03:52,Jalisco,3535,Disponible
2025-04-04,10:03:54,México,0,No disponible/Request failed with status code 400
2025-04-04,10:03:56,Tlaxcala,29,Disponible
2025-04-04,10:03:59,Baja California Sur,187,Disponible
2025-04-04,10:04:01,Michoacán,0,Disponible
2025-04-04,10:04:03,Durango,0,Disponible
2025-04-04,10:04:07,Sinaloa,465,Disponible
2025-04-04,10:04:10,Tabasco,196,Disponible
2025-04-04,10:04:13,Tamaulipas,0,Disponible
2025-04-04,10:04:15,Baja California,0,Disponible
2025-04-04,10:04:18,SESEA_CAMPECHE,0,Disponible
2025-04-07,10:12:55,Guanajuato,22,Disponible
2025-04-07,10:12:58,Quintana Roo,0,Disponible
2025-04-07,10:12:59,Chihuahua,0,Disponible
2025-04-07,10:13:00,Veracruz,6,Disponible
2025-04-07,10:13:03,Guerrero,23,Disponible
2025-04-07,10:13:05,Yucatán,5,Disponible
2025-04-07,10:13:06,Puebla,0,Disponible
2025-04-07,10:13:08,Jalisco,3535,Disponible
2025-04-07,10:13:10,México,8661,Disponible
2025-04-07,10:13:12,Tlaxcala,29,Disponible
2025-04-07,10:13:14,Baja California Sur,187,Disponible
2025-04-07,10:17:15,Michoacán,0,No disponible/Request failed with status code 504
2025-04-07,10:17:17,Durango,0,Disponible
2025-04-07,10:17:20,Sinaloa,476,Disponible
2025-04-07,10:17:22,Tabasco,196,Disponible
2025-04-07,10:17:25,Tamaulipas,0,Disponible
2025-04-07,10:17:26,Baja California,0,Disponible
2025-04-07,10:17:28,SESEA_CAMPECHE,0,Disponible
2025-04-08,10:02:53,Guanajuato,22,Disponible
2025-04-08,10:02:55,Quintana Roo,0,Disponible
2025-04-08,10:02:56,Chihuahua,0,Disponible
2025-04-08,10:02:58,Veracruz,6,Disponible
2025-04-08,10:03:00,Guerrero,23,Disponible
2025-04-08,10:03:03,Yucatán,5,Disponible
2025-04-08,10:03:04,Puebla,0,Disponible
2025-04-08,10:03:07,Jalisco,3535,Disponible
2025-04-08,10:03:09,México,8661,Disponible
2025-04-08,10:03:11,Tlaxcala,29,Disponible
2025-04-08,10:03:12,Baja California Sur,187,Disponible
2025-04-08,10:04:39,Michoacán,0,No disponible/Request failed with status code 400
2025-04-08,10:04:40,Durango,0,Disponible
2025-04-08,10:04:43,Sinaloa,501,Disponible
2025-04-08,10:04:45,Tabasco,196,Disponible
2025-04-08,10:04:46,Tamaulipas,0,Disponible
2025-04-08,10:04:48,Baja California,0,Disponible
2025-04-08,10:04:49,SESEA_CAMPECHE,0,Disponible
2025-04-09,10:03:24,Guanajuato,22,Disponible
2025-04-09,10:03:26,Quintana Roo,0,Disponible
2025-04-09,10:03:27,Chihuahua,0,Disponible
2025-04-09,10:03:28,Veracruz,6,Disponible
2025-04-09,10:03:29,Guerrero,23,Disponible
2025-04-09,10:03:31,Yucatán,5,Disponible
2025-04-09,10:03:32,Puebla,0,Disponible
2025-04-09,10:03:34,Jalisco,3535,Disponible
2025-04-09,10:03:36,México,8661,Disponible
2025-04-09,10:03:37,Tlaxcala,29,Disponible
2025-04-09,10:03:38,Baja California Sur,187,Disponible
2025-04-09,10:05:04,Michoacán,0,No disponible/Request failed with status code 400
2025-04-09,10:05:05,Durango,0,Disponible
2025-04-09,10:05:08,Sinaloa,501,Disponible
2025-04-09,10:05:09,Tabasco,196,Disponible
2025-04-09,10:05:11,Tamaulipas,0,Disponible
2025-04-09,10:05:13,Baja California,0,Disponible
2025-04-09,10:05:15,SESEA_CAMPECHE,0,Disponible
2025-04-10,10:02:52,Guanajuato,22,Disponible
2025-04-10,10:02:54,Quintana Roo,0,Disponible
2025-04-10,10:02:55,Chihuahua,0,Disponible
2025-04-10,10:02:57,Veracruz,6,Disponible
2025-04-10,10:02:59,Guerrero,23,Disponible
2025-04-10,10:03:01,Yucatán,5,Disponible
2025-04-10,10:03:03,Puebla,0,Disponible
2025-04-10,10:03:05,Jalisco,3535,Disponible
2025-04-10,10:03:07,México,8661,Disponible
2025-04-10,10:03:09,Tlaxcala,29,Disponible
2025-04-10,10:03:11,Baja California Sur,187,Disponible
2025-04-10,10:03:18,Michoacán,0,Disponible
2025-04-10,10:03:20,Durango,0,Disponible
2025-04-10,10:03:23,Sinaloa,501,Disponible
2025-04-10,10:03:25,Tabasco,196,Disponible
2025-04-10,10:03:27,Tamaulipas,0,Disponible
2025-04-10,10:03:29,Baja California,0,Disponible
2025-04-10,10:03:31,SESEA_CAMPECHE,0,Disponible
2025-04-11,10:03:01,Guanajuato,22,Disponible
2025-04-11,10:03:03,Quintana Roo,0,Disponible
2025-04-11,10:03:04,Chihuahua,0,Disponible
2025-04-11,10:03:05,Veracruz,6,Disponible
2025-04-11,10:03:07,Guerrero,23,Disponible
2025-04-11,10:03:08,Yucatán,5,Disponible
2025-04-11,10:03:09,Puebla,0,Disponible
2025-04-11,10:03:11,Jalisco,3535,Disponible
2025-04-11,10:03:13,México,8661,Disponible
2025-04-11,10:03:14,Tlaxcala,29,Disponible
2025-04-11,10:03:15,Baja California Sur,187,Disponible
2025-04-11,10:03:17,Michoacán,0,Disponible
2025-04-11,10:03:18,Durango,0,Disponible
2025-04-11,10:03:21,Sinaloa,501,Disponible
2025-04-11,10:03:23,Tabasco,196,Disponible
2025-04-11,10:03:25,Tamaulipas,0,Disponible
2025-04-11,10:03:26,Baja California,0,Disponible
2025-04-11,10:03:28,SESEA_CAMPECHE,0,Disponible
2025-04-14,10:09:38,Guanajuato,22,Disponible
2025-04-14,10:09:41,Quintana Roo,0,Disponible
2025-04-14,10:09:41,Chihuahua,0,Disponible
2025-04-14,10:09:43,Veracruz,6,Disponible
2025-04-14,10:09:45,Guerrero,23,Disponible
2025-04-14,10:09:47,Yucatán,5,Disponible
2025-04-14,10:09:49,Puebla,0,Disponible
